Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Can't Remember to Forget You (feat. Rihanna)","Shakira","Shakira. (Expanded Edition)","Favorite Songs","Favorite","USRC11301790","2Sh4sAOfnSHEVKFyysxzat"
"Fuck Everything","Dan Bull","Hip Hop Hooray","Favorite Songs","Favorite","FR2X41678140","2vnTwaL9xDNG88xClpfNQk"
"Eye of the Tiger","Survivor","Driving Anthems","Favorite Songs","Favorite","USVR19300001","3dM9u1RUeggKN9MkAnLmpi"
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack","Aerosmith","Armageddon - The Album","Favorite Songs","Favorite","USSM19801545","225xvV8r1yKMHErSWivnow"
"Circle in the Sand","Belinda Carlisle","Half the World","Favorite Songs","Favorite","GBAAA8700050","55bMDM39fTaNGB08XaAZAT"
"The Final Countdown","Europe","Rock The Night - The Very Best Of Europe","Favorite Songs","Favorite","USSM18600196","1aISeFcYwbHwPgIO2oddDI"
"Bullet In the Head","Rage Against The Machine","Rage Against The Machine","Favorite Songs","Favorite","USSM19200663","11cxKUEgnVAlesUKt4e3br"
"Break My Heart","Dua Lipa","Just Hits","Favorite Songs","Favorite","GBAHT1901303","08vuEuEAU9ZlskW0td43JY"
"Hero (feat. Josey Scott)","Chad Kroeger","Hero (feat. Josey Scott)","Favorite Songs","Favorite","NLA320219756","779ooI3rBd0CLqCiiJmtVo"
"Don't Phunk With My Heart","Black Eyed Peas","Worldwide hits 19","Favorite Songs","Favorite","USIR10500521","6QOtrC4jXrO4SgeS3ZjUZI"
"Bring Me To Life","Evanescence","2000's Rock Hits","Favorite Songs","Favorite","USWU30200093","1iKAEP3T6ZWnj2wOgD3IVI"
"Fearless Pt. II","Lost Sky","Fearless Pt. II","Favorite Songs","Favorite","GB2LD1700381","4y1nvncvBhdoelqPMyXxis"
"Devil Eyes","ZODIVK","Devil Eyes","Favorite Songs","Favorite","QM4TW2234953","04cMUwER7r2VwqMCj4kYJ9"
"Big Girls Cry","Sia","1000 Forms Of Fear","Favorite Songs","Favorite","USRC11400980","75xgoXAGed7jiNDdV8TNOe"
"Freed From Desire - prod. Molella, Phil Jay","Gala","Come Into My Life (The Album)","Favorite Songs","Favorite","ITA179700143","3u5N55tHf7hXATSQrjBh2q"
"Blinding Lights","The Weeknd","Playlist Halloween 2023","Favorite Songs","Favorite","USUG11904206","5lKKLJq7DsysmgpIUHeUGv"
"Drunk Groove","MARUV","Black Water","Favorite Songs","Favorite","RUA591701134","5oAuqB3aoXBm0nmyEKYxAU"
"Darkside","Alan Walker","Different World","Favorite Songs","Favorite","NOG841806010","6SRWhUJcD2YKahCwHavz3X"
"Etazalt El Gharam","Majida El Roumi","Etazalt El Gharam","Favorite Songs","Favorite","FR6V82040998","17PmYDXXlGJh95jUS1bHWe"
"Born to Be Alive - Extended Version","Patrick Hernandez","Born to Be Alive (Extended Version)","Favorite Songs","Favorite","FR6V80738489","5WI7WETcabzR2k2euhcpo7"
"Counting Stars","OneRepublic","Vuelta Al Cole","Favorite Songs","Favorite","USUM71301306","79NAAydJdvRusZO6bR0PJV"
"Flamenkito","Lérica","Latin Music Hits","Favorite Songs","Favorite","ES5702000778","75ZDaZBZNGqC1ynyStdT44"
"Holding out for a Hero - from ""Footloose""","Bonnie Tyler","Footloose (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","GBBBN0102640","6Vn7FfpFRMGEpNjbrPTCXV"
"House of Memories","Panic! At The Disco","House Of Memories","Favorite Songs","Favorite","USAT21503710","0roZruGPu7QBsKNCfPQOd4"
"Come Sail Away","Styx","70s Classic Rock","Favorite Songs","Favorite","USUMG0000438","4APcELg2lzuF1s7KcFAJT8"
"Demons","Imagine Dragons","Rainy Autumn Days 2023","Favorite Songs","Favorite","USUM71201071","5rBeMZdOyhXh4d455W7UFX"
"Galbi","Samara","Galbi","Favorite Songs","Favorite","TNA0E2200882","0pD4zoFSCXvBkqka5j4qew"
"Don't Stop The Music","Rihanna","Good Girl Gone Bad: Reloaded","Favorite Songs","Favorite","USUM70734700","0ByMNEPAPpOR5H69DVrTNy"
"Devil Doesn't Bargain","Alec Benjamin","POP INTERNACIONAL 2023","Favorite Songs","Favorite","USAT22200712","5jBse3w4P4nMnmtFUxRZ6d"
"Hotel California - 2013 Remaster","Eagles","Hotel California (2013 Remaster)","Favorite Songs","Favorite","USEE11300353","40riOy7x9W7GXjyGp4pjAv"
"Havana (feat. Young Thug)","Camila Cabello","Camila","Favorite Songs","Favorite","USSM11706905","1rfofaqEpACxVEHIZBJe6W"
"Everytime We Touch","Cascada","Everytime We Touch (Premium Edition)","Favorite Songs","Favorite","DEZ620500053","5YJtMNWKe55yr49cyJgxva"
"Feel It Still","Portugal. The Man","Woodstock (Deluxe Edition)","Favorite Songs","Favorite","USAT21700438","5MMxzaiSbAlLMYhgbVcrEY"
"Hal Asmar El-Lon","Lena Chamamyan","The Collection","Favorite Songs","Favorite","LBU3D1100010","1LJfErM0iTdKxp2BOM3sEA"
"I’m Good (Blue)","David Guetta","Party Pop Bangers","Favorite Songs","Favorite","UKWLG2200055","6WeZtpeBnFAoijdERm6nuz"
"Dirty Diana - 2012 Remaster","Michael Jackson","Scream","Favorite Songs","Favorite","USSM11204988","4FC7GMnGwYeAjuvC83Srbs"
"Gimme Shelter - Remastered 2019","The Rolling Stones","Forty Licks","Favorite Songs","Favorite","USA171910010","2GlnU8dtgvg55F6GtAhSSN"
"Dancin (feat. Luvli) - Krono Remix","Aaron Smith","Dancin (feat. Luvli) [Krono Remix]","Favorite Songs","Favorite","QMLA71400326","6WkJ2OK163XXS2oARUC9JM"
"Dance Monkey","Tones And I","Hit Rewind","Favorite Songs","Favorite","QZES71982312","6n7bcHhsHAlBxZmY6wcf3C"
"Gone, Gone, Gone","Phillip Phillips","Work From Home Hustle","Favorite Songs","Favorite","QMTM61200406","2uuDnfOQNqQV8V3EXFNAAx"
"Dayman Mawjood","Akher Zapheer","Converse Culture","Favorite Songs","Favorite","QZARB1832341","7JosuG0a5N1rbCC7l07d3Z"
"Five More Minutes","Scotty McCreery","Seasons Change","Favorite Songs","Favorite","TCADB1704702","3qTmB5HxP9ilJaiM6B1yuk"
"I Ain't Worried","OneRepublic","Come on Barby, let's go party!","Favorite Songs","Favorite","USUM72206227","7tm1yYppR4ajDsPS9wuJQO"
"Closer","The Chainsmokers","Collage EP","Favorite Songs","Favorite","USQX91601347","7crMiinWx373rNBZBaVske"
"Easy On Me","Adele","Easy On Me","Favorite Songs","Favorite","USSM12105970","0gplL1WMoJ6iYaPgMCL0gX"
"Blank Space","Taylor Swift","1989 (Deluxe)","Favorite Songs","Favorite","USCJY1431309","1u8c2t2Cy7UBoG4ArRcF5g"
"Fresh","Kool & The Gang","Emergency (Reissue)","Favorite Songs","Favorite","USUMG0000175","1mMYaXpT65iZDtvfRA9EkE"
"I Hope She Cheats","Tory Rines","I Hope She Cheats","Favorite Songs","Favorite","TCAED1990941","02Fyzpz4RepOEYsa6RUe2y"
"Five More Hours","Deorro","Five More Hours","Favorite Songs","Favorite","USUS11203275","6YwLgicpvVuMt1eE2OldwQ"
"Dirt On My Boots","Jon Pardi","Good Morning Music: Country Jams","Favorite Songs","Favorite","USUM71601619","4EuGBkrWOuapwX9GSIVEB0"
"Him & I (with Halsey)","G-Eazy","The Beautiful & Damned","Favorite Songs","Favorite","USRC11701867","5k38wzpLb15YgncyWdTZE4"
"Fernando","ABBA","Arrival","Favorite Songs","Favorite","SEAYD7602070","4BM8yJ0PzBi2ZewpMTOxtx"
"Heaven Is A Place On Earth - Live","Belinda Carlisle","Runaway Horses","Favorite Songs","Favorite","USMC18723313","4nCjNdy9eMHRf2alSkmGx4"
"Dream On","Aerosmith","Aerosmith","Favorite Songs","Favorite","USSM10011897","1xsYj84j7hUDDnTTerGWlH"
"Boushret Kheir","Hussain Aljassmi","Boushret Kheir","Favorite Songs","Favorite","aea141401338","0OehILYtgc6zCEsUfHBMDH"
"Cruel Summer","Taylor Swift","Lover","Favorite Songs","Favorite","USUG11901472","1BxfuPKGuaTgP7aM0Bbdwr"
"Girls Just Want to Have Fun","Cyndi Lauper","She's So Unusual","Favorite Songs","Favorite","USSM18300548","4y1LsJpmMti1PfRQV9AWWe"
"Billie Jean","Michael Jackson","Thriller 25 Super Deluxe Edition","Favorite Songs","Favorite","USSM19902991","5ChkMS8OtdzJeqyybCc9R5"
"Conquest of Paradise","Vangelis","1492: Conquest of Paradise","Favorite Songs","Favorite","GBAHS0200210","5avVpUakfMHD6qGpaH26CF"
"Call Me","Blondie","Call Me","Favorite Songs","Favorite","USCH39800016","7HKxTNVlkHsfMLhigmhC0I"
"Cheri Cheri Lady","Modern Talking","L'Essentiel","Favorite Songs","Favorite","DEC738500001","60FMRlhIQBSUlejDyPRKAU"
"Highway to Hell","AC/DC","Highway to Hell","Favorite Songs","Favorite","AUAP07900028","2zYzyRzz6pRmhPzyfMEC8s"
"Freaks","Surf Curse","TikTok Indie Classics","Favorite Songs","Favorite","USAT22102269","6DqUg7aOE2xoT5FSAeliUW"
"Dangerous","Michael Jackson","Dangerous","Favorite Songs","Favorite","USSM10020714","3u4RKvwDT3CKeYbjxqXEye"
"FRIENDS","Marshmello","Pop","Favorite Songs","Favorite","GBAHS1800051","5QM5XkRfW1G3LqqKZJm8NW"
"Enjoy the Silence","Depeche Mode","The Best of Depeche Mode, Vol. 1 (Deluxe)","Favorite Songs","Favorite","GBAJH0602198","0ULPav7qqKTHn7vgi9v42k"
"Cool Kids","Echosmith","asdf - random hits","Favorite Songs","Favorite","USWB11401379","0jwGIxRtJoI9SAho8gt0jj"
"Caribbean Queen (No More Love On the Run)","Billy Ocean","Suddenly (Expanded Edition)","Favorite Songs","Favorite","GBAHK9700109","270N4xGB60dza0AoB1tT9a"
"Con sólo una sonrisa","Melendi","Con Sólo Una Sonrisa","Favorite Songs","Favorite","ES5080600439","3z41tgkInIFQGDabKAk2rt"
"El Incomprendido","Farruko","La 167","Favorite Songs","Favorite","USSD12100701","2mL37yB3f3Lfy4iiXV02Qf"
"Beer Never Broke My Heart","Luke Combs","What You See Is What You Get","Favorite Songs","Favorite","US6XF1700264","7aEtlGHoiPAfRB084NiDmx"
"Enemy - from the series Arcane League of Legends","Imagine Dragons","Hits France 2022 Vol. 2","Favorite Songs","Favorite","USUM72119916","7Ax3AWkyZpwQxuTKGQQgB1"
"I Guess That's Why They Call It The Blues","Elton John","Too Low For Zero","Favorite Songs","Favorite","GBALX8300088","23l1kVpqMVREiwU1YAlcr4"
"Gloria","Laura Branigan","Movie Themes","Favorite Songs","Favorite","USAT20903895","5m1yKUvU0vBLc4jHDDSAlz"
"I'm So Excited","The Pointer Sisters","Hits!","Favorite Songs","Favorite","USRC18203285","1XvrMOEi2oLFYdrkfIX3xG"
"Chandelier","Sia","Internacionais Mais Tocadas 2023","Favorite Songs","Favorite","USRC11400498","5bxzBnphcPFGJEdz0MuC4w"
"The Chain - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Favorite Songs","Favorite","USWB11301116","5e9TFTbltYBg2xThimr0rU"
"Go Your Own Way - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Favorite Songs","Favorite","USWB11301114","4xh7W7tlNMIczFhupCPniY"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA","Silvester Party Hits 2024","Favorite Songs","Favorite","SEAYD7901120","3ks9MotppkasmtjoI4weM2"
"Bloody Mary","Lady Gaga","Non- Stop Pop","Favorite Songs","Favorite","USUM71106449","2Z0IIUtVqJYMHteJ2pfdMF"
"Careless Whisper","George Michael","Make It Big","Favorite Songs","Favorite","GBBBN0009513","6KsgCYcZKPcBRDNGhiZWRR"
"Astronaut in the Ocean","Masked Wolf","Summer Hits on Repeat","Favorite Songs","Favorite","USAT22100017","52C3FcFVmEKr3tBocJdVCH"
"Ava","Famy","Teen Wolf (Original Television Soundtrack)","Favorite Songs","Favorite","USQX91701534","2uJ6iDuyoWXtMa0KvebF4C"
"Ballah Oudi (علي سعيد- بالله عودي)","Ali Saed","Ballah Oudi (علي سعيد- بالله عودي)","Favorite Songs","Favorite","NLW2R2050896","5n3Rc48Yc7UlCOoBVFszYc"
"Another Brick in the Wall, Pt. 1, 2, 3 - Pink Floyd Cover","Korn","Greatest Hits, Vol. 1","Favorite Songs","Favorite","USSM10412369","39SHjPPvNVW2H9rSsGGOPD"
"Bad At Love","Halsey","hopeless fountain kingdom (Deluxe)","Favorite Songs","Favorite","USUM71702220","7y9iMe8SOB6z3NoHE2OfXl"
"Alive","Sia","This Is Acting","Favorite Songs","Favorite","USRC11502101","4E3afPSY5fUEelQS9ppL0e"
"Another Part of Me - Single Version","Michael Jackson","The Essential Michael Jackson","Favorite Songs","Favorite","USSM19909069","6IrM4Fx5o0ijmUGGTKObS6"
"Bad Romance","Lady Gaga","The Fame Monster (Deluxe Edition)","Favorite Songs","Favorite","USUM70918596","0SiywuOBRcynK0uKGWdCnn"
"Another One Bites The Dust","Queen","Bohemian Rhapsody (The Original Soundtrack)","Favorite Songs","Favorite","GBUM71029605","2k1yPYf9WGA4LiqcLVwtzn"
"Arcade (feat. FLETCHER) - Bonus Track","Duncan Laurence","Small Town Boy (Deluxe)","Favorite Songs","Favorite","NL1TK2000069","6lVu8PUbVwWQWtBYh3Y0Qz"
"ABCDEFU","Harddope","ABCDEFU","Favorite Songs","Favorite","QZKDK2240847","2xbw8jEdJAiiP3VCbOWKvK"
"Ainsi bas la vida","Indila","Mini World (Deluxe)","Favorite Songs","Favorite","FRUM71402811","4lsOsGMzO1yCjGVucoWOZ1"
"انا وليلي","Kadim Al Sahir","أنا و ليلي","Favorite Songs","Favorite","LBA081100456","1e2b7yysMgC6VhS1P85wZ8"
"As It Was","Harry Styles","Harry's House","Favorite Songs","Favorite","USSM12200612","4Dvkj6JhhA12EX05fT7y2e"
"Baila Bolero - Bolero Dance Mix","Fun Fun","Baila Bolero","Favorite Songs","Favorite","IT00D8600601","3CAtAygGd5ud7sGen2focO"
"Atlantis","Seafret","Treino Pop 2023","Favorite Songs","Favorite","GBARL1500316","358D50EVYyZtcdDksdxUgN"
"Badak Maleoun Seneh","Melhem Barakat","Badak Maleoun Seneh","Favorite Songs","Favorite","FR6V81201926","2vZDJ2wuY5WlycTlRESdUj"
"Bad Habits","Ed Sheeran","Party Night","Favorite Songs","Favorite","GBAHS2100318","1jZVSECItBVRVBlVz9HcDG"
"Automatic (Album Version)","The Pointer Sisters","Dance Vault Remixes","Favorite Songs","Favorite","USRC19901793","7AJSeWSVBBLAQ6xfGyCssC"
"Alors on danse - Radio Edit","Stromae","Summer Dance 2022","Favorite Songs","Favorite","FRUM70902424","4yMhcGhzabCDV2nkLnNlnq"
"Alone","Alan Walker","Different World","Favorite Songs","Favorite","NOG841617010","3LlmKSHR3Rs0Y3KHQLAYDk"
"Ain't No Sunshine","Bill Withers","LIFT EVERY VOICE! Honoring the African American Musical Legacy","Favorite Songs","Favorite","USSM10000372","7M4oVTTFtUptZBD6jB9PLf"
"Allo Zaman","Ali El Haggar","Tegeesh Naeesh","Favorite Songs","Favorite","FR59R1492368","1kChmwhLz4tSQIKdiGyhKK"
"Bang Bang","Jessie J","Sweet Talker (Deluxe Version)","Favorite Songs","Favorite","USUM71409737","0puf9yIluy9W0vpMEUoAnN"
"Alright","Darius Rucker","Learn To Live","Favorite Songs","Favorite","USCN10801453","7GkYt3UrGh0EDD4Av20nyr"
"Animals","Maroon 5","Hot Girl Anthems","Favorite Songs","Favorite","USUM71409576","2xcaCFHFkCOsQfpd0ZAsLR"
"Alarm","Anne-Marie","Alarm","Favorite Songs","Favorite","GBAHS1600223","0OwX5aROoW1Iip8FV51Efg"
"American Pie","Don McLean","Kickass Tracks Of All Time Vol 3","Favorite Songs","Favorite","USEM38600088","055eaB7kycYCFI95ayiacl"
"Ahla Sabiyeh","Amjad Jomaa","Ahla Sabiyeh","Favorite Songs","Favorite","LBA0H2001061","7p9TSZYrVFTh5hpsQynxY5"
"Bad - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","Favorite Songs","Favorite","USSM11204980","5lWFrW5T3JtxVCLDb7etPu"
"Bad","Michael Jackson","Number Ones","Favorite Songs","Favorite","USSM19909065","3tS8q8SXxtrYSN8UgeQt6q"
"Bad Blood","Taylor Swift","Bad Blood","Favorite Songs","Favorite","USCJY1531564","6xsEAm6w9oMQYYg3jkEkMT"
"Ava","Underdog","Ava","Favorite Songs","Favorite","QZTB82251449","6SmY2weGqtsre31cJwTNoD"
"Attention","Charlie Puth","Voicenotes","Favorite Songs","Favorite","USAT21700928","5cF0dROlMOK5uNZtivgu50"
"Another Love","Tom Odell","Long Way Down (Deluxe)","Favorite Songs","Favorite","GBARL1300107","3JvKfv6T31zO0ini8iNItO"
"Angels Like You","Miley Cyrus","Plastic Hearts","Favorite Songs","Favorite","USRC12003754","0QdePZJfBpRIBautuT4FSx"
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","Favorite Songs","Favorite","GBUM71029610","5T8EDUDqKcs6OSOwEsfqG7"
"Diamonds","Rihanna","Unapologetic (Deluxe)","Favorite Songs","Favorite","USUM71211793","6O20JhBJPePEkBdrB5sqRx"
"Alone, Pt. II","Alan Walker","World Of Walker","Favorite Songs","Favorite","NOG841907010","28VbwtsYnj85UEODGpQRem"
"Happy Nation - Remix","Ace of Base","Happy Nation (U.S. Version)","Favorite Songs","Favorite","SEVJH0803415","2KiIkpz0fcDuIpbop3MLeh"
"Who Did That to You - From ""Django Unchained""","Geronimo","Who Did That to You (Best Western Songs)","Favorite Songs","Favorite","DEH981403060","61bl0rlKLKkJgm1omOJBJz"
"Scars To Your Beautiful","Alessia Cara","Know-It-All (Deluxe)","Favorite Songs","Favorite","USUM71506811","42ydLwx4i5V49RXHOozJZq"
"The Code","Nemo","The Code","Favorite Songs","Favorite","DEUM72401182","1EjIXKhNHI00ZLMRpS8iz8"
"Beautiful Life","Ace of Base","The Bridge","Favorite Songs","Favorite","SEVJH0803501","74jTexO94dFGyXGyeu8krd"
"Lush Life","Zara Larsson","So Good","Favorite Songs","Favorite","SEWEE1500509","4Bd7WFT93cRqlfyGi6eK93"
"I Kissed A Girl","Katy Perry","One Of The Boys","Favorite Songs","Favorite","USCA20801738","1pXrR5Y9OgcIV2JEAl2lCB"
"Come & Get It","Selena Gomez","For You","Favorite Songs","Favorite","USHR11334422","65O3DcTxPfARKT7SOWKRpN"
"Unholy (feat. Kim Petras)","Sam Smith","Gloria","Favorite Songs","Favorite","GBUM72205415","0NZPBYD5qbEWRs3PrGiRkT"
"Water Under the Bridge","Adele","25","Favorite Songs","Favorite","GBBKS1500219","2DRMuw0U0QbkVQxWxdJV3M"
"Strong Enough","Cher","Believe (25th Anniversary Deluxe Edition)","Favorite Songs","Favorite","GBAHT9803037","4fP3SOieaZUPPERUCRVsVy"
"Oops!...I Did It Again","Britney Spears","Oops!... I Did It Again","Favorite Songs","Favorite","USJI10000100","6naxalmIoLFWR0siv8dnQQ"
"Yeah! (feat. Lil Jon & Ludacris)","USHER","Confessions (Expanded Edition)","Favorite Songs","Favorite","USAR10301423","5rb9QrpfcKFHM1EUbSIurX"
"Don't Let Me Down","The Chainsmokers","Don't Let Me Down","Favorite Songs","Favorite","USQX91600011","1i1fxkWeaMmKEB4T7zqbzK"
"Queen of Kings","Alessandra","Queen of Kings","Favorite Songs","Favorite","NOW7B2301090","14LdhxElpZS0rKVV4nxtdA"
"Kiss My (Uh Oh)","Anne-Marie","Therapy","Favorite Songs","Favorite","GBAHS2100220","0MWiSBKm8Avs8iDIxcertp"
"American Pie","Don McLean","American Pie","Favorite Songs","Favorite","USEM38600088","1fDsrQ23eTAVFElUMaf38X"
"We Are The Champions - Remastered 2011","Queen","News Of The World (2011 Remaster)","Favorite Songs","Favorite","GBUM71029619","1lCRw5FEZ1gPDNPzy1K4zW"
"You Give Love A Bad Name","Bon Jovi","Slippery When Wet","Favorite Songs","Favorite","USPR39402224","0rmGAIH9LNJewFw7nKzZnc"
"Dancing With Your Ghost","Sasha Alex Sloan","Self Portrait","Favorite Songs","Favorite","USRC11901644","4coYn6E3vS3DfxZNsCyeSl"
"Hold the Line","TOTO","Toto","Favorite Songs","Favorite","USSM17800444","4aVuWgvD0X63hcOCnZtNFA"
"Little Dark Age","MGMT","Little Dark Age","Favorite Songs","Favorite","USSM11707035","2Y0iGXY6m6immVb2ktbseM"
"Lady - Hear Me Tonight","Modjo","Modjo (Remastered)","Favorite Songs","Favorite","FR9W10100535","49X0LAl6faAusYq02PRAY6"
"Nothing's Gonna Stop Us Now","Starship","Greatest Hits (Ten Years And Change 1979-1991)","Favorite Songs","Favorite","USRC18702968","6Yl4IHeVsFnWUtB87JEOMS"
"All That She Wants","Ace of Base","The Sign","Favorite Songs","Favorite","SEVJH0803401","6kWJvPfC4DgUpRsXKNa9z9"
"Geronimo's Cadillac","Modern Talking","In The Middle Of Nowhere","Favorite Songs","Favorite","DEC738600056","5burXYqqO8z0GEnltThZKw"
"I Was Made For Lovin' You","KISS","Dynasty","Favorite Songs","Favorite","USPR39330175","07q0QVgO56EorrSGHC48y3"
"Back To Black","Amy Winehouse","Back To Black (Deluxe Edition)","Favorite Songs","Favorite","GBUM70604698","3FAclTFfvUuQYnEsptbK8w"
"Homage","Mild High Club","Skiptracing","Favorite Songs","Favorite","US2S71673002","7DcJ6fEBb7BaKuYKTwiDxK"
"Piano Man","Billy Joel","Piano Man (Legacy Edition)","Favorite Songs","Favorite","USSM17300504","70C4NyhjD5OZUMzvWZ3njJ"
"Solo (feat. Demi Lovato)","Clean Bandit","What Is Love? (Deluxe Edition)","Favorite Songs","Favorite","GBAHS1800328","3NuK5xMlSlB6K2Qp16zf3h"
"Say My Name","David Guetta","7: Anniversary Edition","Favorite Songs","Favorite","GB28K1800089","4wqIXeDppYSMXaWsnTzpzT"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","Late Night Feelings","Favorite Songs","Favorite","GBARL1801571","02dRkCEc8Q5ch4TTcnLxOn"
"Forever Young","Alphaville","Forever Young","Favorite Songs","Favorite","DEA629260150","4S1VYqwfkLit9mKVY3MXoo"
"Send Me An Angel","Real Life","Heartland","Favorite Songs","Favorite","USCRB1109415","3HCDGtLZabH3umLgwCBpDB"
"Send Me An Angel '89","Real Life","Send Me An Angel (Remixes)","Favorite Songs","Favorite","USCRB0100920","2In9NTd9ViB00YylFoiOPP"
"Tattoo","Loreen","Tattoo","Favorite Songs","Favorite","SEUM72201638","1DmW5Ep6ywYwxc2HMT5BG6"
"Dragostea din tei","O-Zone","DiscO-Zone","Favorite Songs","Favorite","ROMSA0600487","52Zr0sinhWTCRrQhRRY4EP"
"The Show Must Go On - Remastered 2011","Queen","Innuendo (2011 Remaster)","Favorite Songs","Favorite","GBUM71106221","5n6RDaGFSN88oRWuGtYAIN"
"Daylight","David Kushner","The Dichotomy","Favorite Songs","Favorite","QZXDB2300005","2mEMKgLqH3VZaSYO7iYCzp"
"Where Are You Now","Lost Frequencies","All Stand Together","Favorite Songs","Favorite","BEHP42100067","3mfER4ORePHvN35cbZ3dkV"
"Summertime Sadness","Lana Del Rey","Born To Die - The Paradise Edition","Favorite Songs","Favorite","GBUM71111565","3BJe4B8zGnqEdQPMvfVjuS"
"Too Much Love Will Kill You - Remastered 2011","Queen","Made In Heaven (2011 Remaster)","Favorite Songs","Favorite","GBUM71103755","0W1uTK6I97CbjFKAVtRGfK"
"My Heart Is Refusing Me","Loreen","Heal","Favorite Songs","Favorite","SEPQA1201797","0sg9jTiFokw2U15qGK7wPK"
"Physical","Dua Lipa","Future Nostalgia","Favorite Songs","Favorite","GBAHT1901298","3AzjcOeAmA57TIOr9zF1ZW"
"Music Sounds Better With You","Stardust","Music Sounds Better With You","Favorite Songs","Favorite","FR11Q9800000","303ccTay2FiDTZ9fZ2AdBt"
"Ain't No Rest for the Wicked","Cage The Elephant","Cage The Elephant (Expanded Edition)","Favorite Songs","Favorite","USJI10900260","3Pzh926pXggbMe2ZpXyMV7"
"Rather Be (feat. Jess Glynne)","Clean Bandit","New Eyes","Favorite Songs","Favorite","GBAHS1300498","61dCUoMCg28qEBzrW6htYM"
"Lovers on the Sun (feat. Sam Martin)","David Guetta","Listen","Favorite Songs","Favorite","GB28K1400016","2rgtCOVK2tpfao2VjURn84"
"Salt","Ava Max","Heaven & Hell","Bestest","Playlist","USAT21906991","5iyZwawawLjHYpX4MxUKVF"
"Escapism.","RAYE","Escapism.","Bestest","Playlist","QMDA62217995","2VOZniNxFIDl8ydLltrMNb"
"Umbrella","Rihanna","Good Girl Gone Bad: Reloaded","Bestest","Playlist","USUM70736771","49FYlytm3dAAraYgpoJZux"
"Don't Stop The Music","Rihanna","Good Girl Gone Bad: Reloaded","Bestest","Playlist","USUM70734700","0ByMNEPAPpOR5H69DVrTNy"
"Let Me Entertain You","Robbie Williams","Life Thru A Lens","Bestest","Playlist","GBAYE9701083","0SLtqCrXBRrnkxSOMA3X4W"
"SNAP","Rosa Linn","SNAP","Bestest","Playlist","USSM12207342","76OGwb5RA9h4FxQPT33ekc"
"Whenever, Wherever","Shakira","Laundry Service","Bestest","Playlist","NLB630100324","2lnzGkdtDj5mtlcOW2yRtG"
"Can't Remember to Forget You (feat. Rihanna)","Shakira","Shakira. (Expanded Edition)","Bestest","Playlist","USRC11301790","2Sh4sAOfnSHEVKFyysxzat"
"Treat You Better","Shawn Mendes","Mega Hits 2016","Bestest","Playlist","USUM71604711","3qJ4r12oBqm89GyofKj00X"
"Look What You Made Me Do","Taylor Swift","reputation","Bestest","Playlist","USCJY1750000","1P17dC1amhFzptugyAO7Il"
"Blank Space","Taylor Swift","1989 (Deluxe)","Bestest","Playlist","USCJY1431309","1u8c2t2Cy7UBoG4ArRcF5g"
"Another Love","Tom Odell","Long Way Down (Deluxe)","Bestest","Playlist","GBARL1300107","3JvKfv6T31zO0ini8iNItO"
"WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1","TWISTED","WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1]","Bestest","Playlist","QZNWZ2297541","3PjbA0O5olhampPMdaB0V1"
"Holding out for a Hero - from ""Footloose""","Bonnie Tyler","Footloose (Original Motion Picture Soundtrack)","Bestest","Playlist","GBBBN0102640","6Vn7FfpFRMGEpNjbrPTCXV"
"Making Love Out of Nothing at All","Air Supply","The Best of Air Supply: Ones That You Love","Bestest","Playlist","USAR18300001","3RwbqrHZwHg3hpe6sOxMpE"
"In the Name of Love","Martin Garrix","In the Name of Love","Bestest","Playlist","NLM5S1600003","23L5CiUhw2jV1OIMwthR3S"
"Higher","Michael Bublé","Higher","Bestest","Playlist","USRE12100765","4bEpL49l4f0r8GtsjUFUqL"
"Him & I (with Halsey)","G-Eazy","The Beautiful & Damned","Bestest","Playlist","USRC11701867","5k38wzpLb15YgncyWdTZE4"
"Without Me","Eminem","The Eminem Show","Bestest","Playlist","USIR10211038","7lQ8MOhq6IN2w8EYcFNSUk"
"Sweet Dreams (Are Made of This) - 2005 Remaster","Eurythmics","Sweet Dreams (Are Made Of This)","Bestest","Playlist","GBARL0300589","1TfqLAPs4K3s2rJMoCokcS"
"Animals","Maroon 5","Hot Girl Anthems","Bestest","Playlist","USUM71409576","2xcaCFHFkCOsQfpd0ZAsLR"
"Arcade (feat. FLETCHER) - Bonus Track","Duncan Laurence","Small Town Boy (Deluxe)","Bestest","Playlist","NL1TK2000069","6lVu8PUbVwWQWtBYh3Y0Qz"
"One Way Ticket","Eruption","4 Hits: Eruption","Bestest","Playlist","DEC737900008","68MSCSP7Y6PnzXcW1IlN7G"
